status,reason,source,title,begin,end,lat,lng,link
"DROPPED","OUT_OF_WINDOW","mobilize","Los Angeles, CA: Food & Water Team LA Volunteer Meeting","2025-11-11","2025-11-11","","","https://www.mobilize.us/fwa/event/752408/"
"DROPPED","OUT_OF_WINDOW","mobilize","Time to Act 2.0!","2025-10-08","2025-10-08","47.6329523","-122.2891888","https://www.mobilize.us/swingleft/event/752521/"
"DROPPED","OUT_OF_WINDOW","mobilize","Bayou Blue Dems - October Meeting: Annette Ramirez, Harris County Voter Registrar","2025-10-08","2025-10-08","29.7589382","-95.3676974","https://www.mobilize.us/hcdp/event/752589/"
"KEPT","GEO","mobilize","Bayou Blue Dems - November Meeting","2025-11-12","2025-11-12","29.7589382","-95.3676974","https://www.mobilize.us/hcdp/event/752591/"
"KEPT","GEO","mobilize","Bayou Blue Dems - Holiday Party","2025-12-10","2025-12-10","29.7589382","-95.3676974","https://www.mobilize.us/hcdp/event/752592/"
"DROPPED","OUT_OF_WINDOW","mobilize","Precinct Ops Book Club: October","2025-10-07","2025-10-07","38.8323588","-77.0858191","https://www.mobilize.us/arlingtondems/event/752602/"
"DROPPED","OUT_OF_WINDOW","mobilize","Precinct Ops Book Club: November","2025-11-11","2025-11-11","","","https://www.mobilize.us/arlingtondems/event/752603/"
"KEPT","VIRTUAL","mobilize","Precinct Ops Book Club: December","2025-12-02","2025-12-02","","","https://www.mobilize.us/arlingtondems/event/752604/"
"DROPPED","OUT_OF_WINDOW","mobilize","Hope in Action - Monthly Zoom Huddle","2025-10-27","2025-10-27","","","https://www.mobilize.us/atnepa/event/752665/"
"DROPPED","OUT_OF_WINDOW","mobilize","LCDP School Board Advisory Group","2025-10-23","2025-10-23","","","https://www.mobilize.us/lexingtoncountydemocrats/event/752670/"
"DROPPED","OUT_OF_WINDOW","mobilize","San Tan Valley Democrats: Pizza & Politics","2025-10-06","2025-10-06","33.1798079","-111.5849201","https://www.mobilize.us/southeastvalleydems/event/752683/"
"DROPPED","OUT_OF_WINDOW","mobilize","Queen Creek Democrats: Pancakes & Politics","2025-10-09","2025-10-09","33.2483858","-111.634158","https://www.mobilize.us/southeastvalleydems/event/752687/"
"DROPPED","OUT_OF_WINDOW","mobilize","Southeast Valley Dems (LD15) Monthly Meeting (Queen Creek, San Tan Valley, East Mesa)","2025-10-16","2025-10-16","33.2483858","-111.634158","https://www.mobilize.us/southeastvalleydems/event/752690/"
"DROPPED","OUT_OF_WINDOW","mobilize","East Mesa Dems Meetup","2025-10-25","2025-10-25","33.4151005","-111.831455","https://www.mobilize.us/southeastvalleydems/event/752695/"
"DROPPED","OUT_OF_WINDOW","mobilize","Postcards @ Gott's Wednesdays 11:30am to 1pm","2025-10-08","2025-10-08","37.9453869","-122.5233432","https://www.mobilize.us/swingleft/event/752710/"
"DROPPED","OUT_OF_WINDOW","mobilize","Monthly Meeting of the Hillsborough County Democratic Party","2025-10-20","2025-10-20","27.8825312","-82.2474648","https://www.mobilize.us/hillsboroughcountydec/event/752738/"
"DROPPED","OUT_OF_WINDOW","mobilize","SD 43 Central Committee Meeting (Golden Valley, New Hope, Robbinsdale, Crystal and Plymouth P16)","2025-11-11","2025-11-11","45.0320148","-93.3606372","https://www.mobilize.us/2024mnvictory/event/752848/"
"DROPPED","OUT_OF_WINDOW","mobilize","Our House North Little Rock Resale Store","2025-10-03","2025-10-03","34.7978365","-92.256667","https://www.mobilize.us/ourhouseshelter/event/752924/"
"DROPPED","OUT_OF_WINDOW","mobilize","Our House Little Rock Resale Store","2025-10-03","2025-10-03","34.7524945","-92.3702507","https://www.mobilize.us/ourhouseshelter/event/752979/"
"DROPPED","OUT_OF_WINDOW","mobilize","Cafe 6 Issues that matter to us","2025-10-03","2025-10-03","","","https://www.mobilize.us/navajocountydemocraticparty/event/753015/"
"DROPPED","OUT_OF_WINDOW","mobilize","Are You Ready to Run?","2025-10-09","2025-10-09","","","https://www.mobilize.us/adlcc/event/753054/"
"DROPPED","OUT_OF_WINDOW","mobilize","Sponsor a Phone-Banker as we Dial for Democracy!","2025-10-02","2025-10-02","","","https://www.mobilize.us/sisterdistrictmari/event/753067/"
"DROPPED","OUT_OF_WINDOW","mobilize","October 2025 Strategy Meeting | Cal RCV","2025-10-21","2025-10-21","","","https://www.mobilize.us/calrcv/event/753359/"
"DROPPED","OUT_OF_WINDOW","mobilize","Wednesday to the Free Stamp (WTF Wednesdays) Protest Sens.Husted and Moreno","2025-10-08","2025-10-08","41.5055374","-81.6915231","https://www.mobilize.us/opalmissionvote/event/753392/"
"DROPPED","OUT_OF_WINDOW","mobilize","Jefferson County Democratic Committee Meeting","2025-10-14","2025-10-14","33.2076456","-82.391792","https://www.mobilize.us/georgiademocrats/event/753492/"
"DROPPED","OUT_OF_WINDOW","mobilize","Western York County Democratic Club","2025-10-11","2025-10-11","39.962493","-76.7276989","https://www.mobilize.us/yorkcountydemocraticcommittee/event/753584/"
"DROPPED","OUT_OF_WINDOW","mobilize","York County Federation of Democratic Women Monthly Meeting","2025-10-25","2025-10-25","39.962493","-76.7276989","https://www.mobilize.us/yorkcountydemocraticcommittee/event/753586/"
"DROPPED","OUT_OF_WINDOW","mobilize","Miami-Dade Activist Meetup","2025-11-06","2025-11-06","25.7331105","-80.2585107","https://www.mobilize.us/aclufl/event/753766/"
"DROPPED","OUT_OF_WINDOW","mobilize","Food Scraps Collection: Burbank Farmers Market","2025-10-04","2025-10-04","34.1828198","-118.3079294","https://www.mobilize.us/lacompost/event/753951/"
"DROPPED","OUT_OF_WINDOW","mobilize","Monthly Meeting - Blue Action South Central Austin","2025-10-26","2025-10-26","30.2456728","-97.7688358","https://www.mobilize.us/blueactiondems/event/754007/"
"DROPPED","OUT_OF_WINDOW","mobilize","AZ LD7 Democrats Monthly Action Meeting","2025-10-16","2025-10-16","","","https://www.mobilize.us/azld7democrats/event/754123/"
"DROPPED","OUT_OF_WINDOW","mobilize","[FLORIDA] Nonpartisan Poll Monitor Training 2025","2025-10-27","2025-10-27","","","https://www.mobilize.us/commoncause/event/754158/"
"DROPPED","OUT_OF_WINDOW","mobilize","General Meeting","2025-10-14","2025-10-14","33.419181","-111.8943332","https://www.mobilize.us/azld8democrats/event/754200/"
"DROPPED","OUT_OF_WINDOW","mobilize","Blue Action - Statewide Monthly Meeting","2025-10-05","2025-10-05","","","https://www.mobilize.us/blueactiondems/event/754217/"
"DROPPED","OUT_OF_WINDOW","mobilize","Democracy Brainstorming Huddle with BlueVote.org","2025-10-11","2025-10-11","40.6073818","-75.4781662","https://www.mobilize.us/bluevote/event/754420/"
"DROPPED","OUT_OF_WINDOW","mobilize","Area 5 Dems - Postcards to Voters 2025","2025-10-09","2025-10-09","29.6634157","-95.1859815","https://www.mobilize.us/hcdp/event/754443/"
"DROPPED","OUT_OF_WINDOW","mobilize","Wake Young Democrats Monthly Meeting","2025-10-07","2025-10-07","35.7808334","-78.6426833","https://www.mobilize.us/ydnc/event/754560/"
"DROPPED","OUT_OF_WINDOW","mobilize","Fundraising Committee Meeting","2025-10-23","2025-10-23","","","https://www.mobilize.us/semdems/event/754573/"
"DROPPED","OUT_OF_WINDOW","mobilize","Write Postcards and Letters to Voters with Swing Left!","2025-10-21","2025-10-21","36.6210922","-121.9182897","https://www.mobilize.us/swingleft/event/754594/"
"KEPT","GEO","mobilize","Childcare Volunteers","2025-11-18","2025-11-18","34.7244817","-92.2691366","https://www.mobilize.us/ourhouseshelter/event/754717/"
"DROPPED","OUT_OF_WINDOW","mobilize","Citizens for Democracy Marion, Ohio Strategy Planning Sessions","2025-10-04","2025-10-04","40.5885271","-83.1895249","https://www.mobilize.us/marionindivisible/event/754730/"
"DROPPED","OUT_OF_WINDOW","mobilize","GA WFP Monthly Meet and Brief","2025-10-30","2025-10-30","33.723039","-84.3436881","https://www.mobilize.us/ga-wfp/event/754789/"
"DROPPED","OUT_OF_WINDOW","mobilize","In-Person: Writing to Voters with Mariya in Mountain View","2025-10-04","2025-10-04","37.3893889","-122.0832101","https://www.mobilize.us/itsblueturn/event/754892/"
"DROPPED","OUT_OF_WINDOW","mobilize","Monthly Meeting- District 59 - Democracy in Action","2025-10-14","2025-10-14","27.8577141","-82.7972311","https://www.mobilize.us/pinellascountydec/event/754910/"
"DROPPED","OUT_OF_WINDOW","mobilize","RAD Vermont Federal Action Call","2025-10-23","2025-10-23","","","https://www.mobilize.us/rightsdemocracy/event/755065/"
"DROPPED","OUT_OF_WINDOW","mobilize","Facistfighters rally","2025-10-04","2025-10-04","42.2858555","-83.8021106","https://www.mobilize.us/facistfighters/event/755184/"
"DROPPED","OUT_OF_WINDOW","mobilize","FL: Team Florida Volunteer Meeting","2025-10-27","2025-10-27","27.9552692","-82.4563199","https://www.mobilize.us/fwa/event/755201/"
"DROPPED","OUT_OF_WINDOW","mobilize","👏 Zone 3: Community Zone Meeting","2025-10-23","2025-10-23","39.8245829","-75.876319","https://www.mobilize.us/chestercountydemocraticparty/event/755276/"
"DROPPED","OUT_OF_WINDOW","mobilize","Handcrafters Zoom","2025-10-09","2025-10-09","","","https://www.mobilize.us/markersfordemocracy/event/755481/"
"DROPPED","OUT_OF_WINDOW","mobilize","Twin Peaks Cleanup","2025-10-18","2025-10-18","37.754365","-122.4464819","https://www.mobilize.us/civicjoyfund/event/755650/"
"DROPPED","OUT_OF_WINDOW","mobilize","KEEP Ocean Beach Clean","2025-10-04","2025-10-04","37.7746196","-122.51002","https://www.mobilize.us/civicjoyfund/event/755689/"
"DROPPED","OUT_OF_WINDOW","mobilize","South Mission Weekly Cleanup","2025-10-04","2025-10-04","37.7581229","-122.42141","https://www.mobilize.us/civicjoyfund/event/755704/"
"DROPPED","OUT_OF_WINDOW","mobilize","Hayes Valley Community Cleanup","2025-10-04","2025-10-04","37.7763404","-122.4260054","https://www.mobilize.us/civicjoyfund/event/755719/"
"DROPPED","OUT_OF_WINDOW","mobilize","Bayview 3rd Street Cleanup","2025-10-04","2025-10-04","37.7386448","-122.3897803","https://www.mobilize.us/civicjoyfund/event/755720/"
"DROPPED","OUT_OF_WINDOW","mobilize","Haight Ashbury Cleanup","2025-10-18","2025-10-18","37.7693199","-122.4460149","https://www.mobilize.us/civicjoyfund/event/755735/"
"DROPPED","OUT_OF_WINDOW","mobilize","Democrats of La Porte - Monthly Meeting","2025-10-12","2025-10-12","29.6657838","-95.0193729","https://www.mobilize.us/hcdp/event/755801/"
"DROPPED","OUT_OF_WINDOW","mobilize","Avenues To Kezar Cleanup","2025-10-04","2025-10-04","37.7666335","-122.4588275","https://www.mobilize.us/civicjoyfund/event/755812/"
"DROPPED","OUT_OF_WINDOW","mobilize","J-Town Community Clean-Up Day","2025-10-04","2025-10-04","37.7858435","-122.4300115","https://www.mobilize.us/civicjoyfund/event/755813/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lower Polk Weekly Cleanup","2025-10-04","2025-10-04","37.7864605","-122.4183232","https://www.mobilize.us/civicjoyfund/event/755819/"
"DROPPED","OUT_OF_WINDOW","mobilize","Ingleside Cleanup","2025-10-04","2025-10-04","37.7242395","-122.4567663","https://www.mobilize.us/civicjoyfund/event/755826/"
"DROPPED","OUT_OF_WINDOW","mobilize","Central Richmond Cleanup","2025-10-18","2025-10-18","37.7793699","-122.4777709","https://www.mobilize.us/civicjoyfund/event/755827/"
"DROPPED","OUT_OF_WINDOW","mobilize","Fillmore South Cleanup","2025-10-04","2025-10-04","37.7841524","-122.4324633","https://www.mobilize.us/civicjoyfund/event/755829/"
"DROPPED","OUT_OF_WINDOW","mobilize","Bayview Happy Hour Cleanup","2025-10-04","2025-10-04","37.7296068","-122.3923499","https://www.mobilize.us/civicjoyfund/event/755908/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lone Mountain Cleanup","2025-10-04","2025-10-04","37.7790901","-122.458268","https://www.mobilize.us/civicjoyfund/event/755924/"
"DROPPED","OUT_OF_WINDOW","mobilize","West NOPA Cleanup","2025-10-19","2025-10-19","37.7734499","-122.450826","https://www.mobilize.us/civicjoyfund/event/755925/"
"DROPPED","OUT_OF_WINDOW","mobilize","Cow Hollow Triangle Cleanup","2025-10-12","2025-10-12","37.7988165","-122.4357307","https://www.mobilize.us/civicjoyfund/event/755928/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lower Nob Hill Weekly Cleanup","2025-10-05","2025-10-05","37.7901752","-122.4154216","https://www.mobilize.us/civicjoyfund/event/755930/"
"DROPPED","OUT_OF_WINDOW","mobilize","Manny's Weekly Neighborhood Disco Trash Cleanup","2025-10-05","2025-10-05","37.7650923","-122.4217044","https://www.mobilize.us/civicjoyfund/event/755932/"
"DROPPED","OUT_OF_WINDOW","mobilize","Fulton Playground Cleanup","2025-10-10","2025-10-10","37.7733795","-122.4869533","https://www.mobilize.us/civicjoyfund/event/755939/"
"DROPPED","OUT_OF_WINDOW","mobilize","Baker Beach Cleanup","2025-10-04","2025-10-04","37.7905718","-122.483598","https://www.mobilize.us/civicjoyfund/event/755942/"
"DROPPED","OUT_OF_WINDOW","mobilize","Laurel Village Cleanup","2025-10-11","2025-10-11","37.786261","-122.453194","https://www.mobilize.us/civicjoyfund/event/755949/"
"DROPPED","OUT_OF_WINDOW","mobilize","Oconee County Democratic Committee Monthly Meeting","2025-10-16","2025-10-16","33.8628959","-83.4087709","https://www.mobilize.us/georgiademocrats/event/755974/"
"DROPPED","OUT_OF_WINDOW","mobilize","Noe Valley Cleanup","2025-10-19","2025-10-19","37.751372","-122.4289705","https://www.mobilize.us/civicjoyfund/event/756052/"
"DROPPED","OUT_OF_WINDOW","mobilize","Bernal Heights Monthly Cleanup","2025-10-19","2025-10-19","37.7438106","-122.4189263","https://www.mobilize.us/civicjoyfund/event/756055/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lower Haight Cleanup","2025-10-05","2025-10-05","37.7713322","-122.4301785","https://www.mobilize.us/civicjoyfund/event/756056/"
"DROPPED","OUT_OF_WINDOW","mobilize","Alamo Square Cleanup","2025-10-19","2025-10-19","37.7776586","-122.4387007","https://www.mobilize.us/civicjoyfund/event/756066/"
"DROPPED","OUT_OF_WINDOW","mobilize","Tenderloin Weekly Cleanup","2025-10-05","2025-10-05","37.7827506","-122.4160252","https://www.mobilize.us/civicjoyfund/event/756069/"
"DROPPED","OUT_OF_WINDOW","mobilize","Leland Avenue Cleanup","2025-10-07","2025-10-07","37.7124026","-122.4062648","https://www.mobilize.us/civicjoyfund/event/756070/"
"DROPPED","OUT_OF_WINDOW","mobilize","Masonic Avenue Cleanup","2025-10-08","2025-10-08","37.7833698","-122.4478739","https://www.mobilize.us/civicjoyfund/event/756071/"
"DROPPED","OUT_OF_WINDOW","mobilize","Rise & Grind Cleanup","2025-10-16","2025-10-16","37.7737174","-122.4661482","https://www.mobilize.us/civicjoyfund/event/756073/"
"DROPPED","OUT_OF_WINDOW","mobilize","Mission Bowling Club Cleanup","2025-10-16","2025-10-16","37.763927","-122.416716","https://www.mobilize.us/civicjoyfund/event/756077/"
"DROPPED","OUT_OF_WINDOW","mobilize","Cow Hollow Cleanup","2025-10-16","2025-10-16","37.7958397","-122.445427","https://www.mobilize.us/civicjoyfund/event/756078/"
"DROPPED","OUT_OF_WINDOW","mobilize","Richmond Neighborhood Center Cleanup","2025-10-17","2025-10-17","37.7750616","-122.4901798","https://www.mobilize.us/civicjoyfund/event/756081/"
"DROPPED","OUT_OF_WINDOW","mobilize","KEEP West Portal Clean","2025-10-17","2025-10-17","37.7401102","-122.4668661","https://www.mobilize.us/civicjoyfund/event/756084/"
"DROPPED","OUT_OF_WINDOW","mobilize","Inner Sunset Cleanup","2025-10-25","2025-10-25","37.7639417","-122.4651011","https://www.mobilize.us/civicjoyfund/event/756093/"
"DROPPED","OUT_OF_WINDOW","mobilize","Richmond District Cleanup","2025-10-25","2025-10-25","37.782321","-122.471637","https://www.mobilize.us/civicjoyfund/event/756094/"
"DROPPED","OUT_OF_WINDOW","mobilize","24th Street Cleanup","2025-10-04","2025-10-04","37.752634","-122.41536","https://www.mobilize.us/civicjoyfund/event/756096/"
"DROPPED","OUT_OF_WINDOW","mobilize","Rolph Playground Cleanup","2025-10-26","2025-10-26","37.7498997","-122.40679","https://www.mobilize.us/civicjoyfund/event/756097/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lower Pacific Heights Cleanup","2025-10-26","2025-10-26","37.785936","-122.439858","https://www.mobilize.us/civicjoyfund/event/756098/"
"DROPPED","OUT_OF_WINDOW","mobilize","NW Potrero Hill Cleanup","2025-10-26","2025-10-26","37.7618391","-122.4054461","https://www.mobilize.us/civicjoyfund/event/756099/"
"DROPPED","OUT_OF_WINDOW","mobilize","Detroit Steps Maintenance Day","2025-10-26","2025-10-26","37.7307241","-122.4443232","https://www.mobilize.us/civicjoyfund/event/756100/"
"DROPPED","OUT_OF_WINDOW","mobilize","Western Addition Cleanup","2025-10-06","2025-10-06","37.7841709","-122.4376376","https://www.mobilize.us/civicjoyfund/event/756109/"
"DROPPED","OUT_OF_WINDOW","mobilize","Gamescape Cleanup","2025-10-30","2025-10-30","37.7726832","-122.4376071","https://www.mobilize.us/civicjoyfund/event/756110/"
"DROPPED","OUT_OF_WINDOW","mobilize","Fillmore Street Happy Hour Cleanup","2025-10-31","2025-10-31","37.788628","-122.434556","https://www.mobilize.us/civicjoyfund/event/756114/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lake Merced Cleanup","2025-10-04","2025-10-04","37.7296117","-122.4935427","https://www.mobilize.us/civicjoyfund/event/756115/"
"DROPPED","OUT_OF_WINDOW","mobilize","Nob Hill Monthly Street Sweeps","2025-10-04","2025-10-04","37.7929099","-122.4162614","https://www.mobilize.us/civicjoyfund/event/756116/"
"DROPPED","OUT_OF_WINDOW","mobilize","Chinatown Cleanup","2025-10-04","2025-10-04","37.7979364","-122.4075682","https://www.mobilize.us/civicjoyfund/event/756117/"
"DROPPED","OUT_OF_WINDOW","mobilize","Portola Cleanup","2025-10-04","2025-10-04","37.7290151","-122.403654","https://www.mobilize.us/civicjoyfund/event/756118/"
"DROPPED","OUT_OF_WINDOW","mobilize","Trinity+St. Peter's Cleanup","2025-10-04","2025-10-04","37.788358","-122.4249624","https://www.mobilize.us/civicjoyfund/event/756119/"
"DROPPED","OUT_OF_WINDOW","mobilize","Duboce Triangle Cleanup","2025-10-05","2025-10-05","37.769322","-122.4315934","https://www.mobilize.us/civicjoyfund/event/756121/"
"DROPPED","OUT_OF_WINDOW","mobilize","The Hub Cleanup","2025-10-05","2025-10-05","37.771561","-122.422815","https://www.mobilize.us/civicjoyfund/event/756123/"
"DROPPED","OUT_OF_WINDOW","mobilize","Outer Sunset Morning Cleanup","2025-10-06","2025-10-06","37.742195","-122.4985593","https://www.mobilize.us/civicjoyfund/event/756124/"
